ship_mode,segment,country,city,state,postal_code,region,category,sub_category,sales,quantity,discount,profit,authenticator
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Technology,Phones,143.976,3,0.2,8.9985,480bb3b7-6052-420e-a07c-1a644ac919d6
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,20.94,3,0.0,9.8418,bda2b790-6709-4ee9-964a-35177d9dd737
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,110.96,2,0.0,53.2608,add9ed1d-8380-4bcc-abd2-5aa3f9171bdd
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Chairs,340.144,7,0.2,21.259,8b645f75-e5d4-4c53-9947-9de611baaf19
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Appliances,52.448,2,0.8,-131.12,c5039283-0495-4b04-a327-087616c174ec
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Labels,20.16,4,0.2,6.552,84f61bb3-b20c-4f20-b873-2e160a423004
Second Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Appliances,97.264,4,0.8,-243.16,2245a835-0394-4ef9-85e0-591cb5598783
Second Class,Consumer,United States,Newark,Ohio,43055,East,Furniture,Chairs,396.802,7,0.3,-11.3372,50790dbd-e5d0-47d7-98eb-04f36f657f64
Second Class,Consumer,United States,Newark,Ohio,43055,East,Office Supplies,Supplies,15.88,5,0.2,-3.7715,613d1371-1b95-4fb0-af76-4cea5c53c6d0
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Art,3.28,1,0.0,1.4104,14c0cff0-6e85-4d99-869d-c0381d72a9c8
Second Class,Corporate,United States,Decatur,Illinois,62521,Central,Office Supplies,Storage,24.816,2,0.2,1.8612,79d296ec-b77c-4d11-a14c-1e52d2eab452
Second Class,Corporate,United States,Decatur,Illinois,62521,Central,Technology,Accessories,408.744,7,0.2,76.6395,c6df048e-c2cb-4e57-86fb-9753608f3671
Second Class,Home Office,United States,Monroe,Louisiana,71203,South,Technology,Phones,503.96,4,0.0,131.0296,02503369-9549-43b1-9f1a-9e629442e835
Second Class,Home Office,United States,Monroe,Louisiana,71203,South,Technology,Phones,149.95,5,0.0,41.986,f8b8e6e8-e13c-414b-87a4-2f765a9432ad
Second Class,Home Office,United States,Monroe,Louisiana,71203,South,Technology,Accessories,29.0,2,0.0,7.25,eda468de-e11b-4c46-a224-1e7112317b1b
Standard Class,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Binders,7.16,2,0.0,3.4368,a7b2a6cf-b047-48ef-b72a-0b49ca34eea1
Standard Class,Home Office,United States,Los Angeles,California,90032,West,Technology,Accessories,176.8,8,0.0,22.984,2fdead6c-9594-42d4-98f9-5e53cff2b00d
Standard Class,Corporate,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Storage,37.224,3,0.2,3.7224,77425436-7f6c-4500-9db5-402016d053bb
Standard Class,Corporate,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Paper,20.016,3,0.2,6.255,5c33997e-953b-4e75-9988-f8ef9bfbdbea
First Class,Home Office,United States,New York City,New York,10035,East,Furniture,Bookcases,899.136,4,0.2,112.392,897e843b-a7f4-4e38-be37-3b9f810aa398
First Class,Home Office,United States,New York City,New York,10035,East,Technology,Phones,71.76,6,0.0,20.0928,44305a22-0b21-413f-8835-d8191479e66d
First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Paper,51.84,8,0.0,24.8832,c05a4549-78fd-48ec-968a-7a786ae1de53
First Class,Home Office,United States,New York City,New York,10035,East,Furniture,Bookcases,626.352,3,0.2,46.9764,c8f349c0-683a-4d1c-a270-595c65053635
First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Art,19.9,5,0.0,6.567,5f4b060c-cd00-48bb-a2cc-fbe4d91acb84
Standard Class,Corporate,United States,Redlands,California,92374,West,Office Supplies,Envelopes,14.28,7,0.0,6.7116,502321d5-9e46-40df-b87b-9b550ae0fc7a
Standard Class,Consumer,United States,Hamilton,Ohio,45011,East,Office Supplies,Art,7.408,2,0.2,1.2038,f8fd49f0-1800-4b1d-b944-a3b81af915c6
Standard Class,Consumer,United States,Hamilton,Ohio,45011,East,Office Supplies,Art,6.048,3,0.2,1.5876,4f37219d-8066-4a1a-aef5-0c5c42aa609a
Standard Class,Home Office,United States,Westfield,New Jersey,7090,East,Office Supplies,Storage,46.26,3,0.0,12.0276,39df43ea-e272-4499-9d7c-e458249cbe26
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,2.946,2,0.7,-2.2586,d51760c6-3f22-4e88-8d4d-64638a60f193
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,16.056,3,0.2,5.8203,bdaf5458-0f41-4c3e-93ed-365089f88dae
Standard Class,Consumer,United States,Akron,Ohio,44312,East,Office Supplies,Paper,21.744,3,0.2,6.795,5a55d4fb-fa95-47ba-b0e4-27686fd6d08b
First Class,Consumer,United States,Denver,Colorado,80219,West,Furniture,Tables,218.75,2,0.5,-161.875,b741dc71-192a-4e38-a6c1-a405c1f49c36
First Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Appliances,2.6,1,0.2,0.2925,ccaada23-ea96-4384-a665-cf5a32b34c65
Second Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Appliances,66.284,2,0.8,-178.9668,8ef1290e-867c-4afb-a375-ee9b988d0862
Standard Class,Corporate,United States,Franklin,Tennessee,37064,South,Furniture,Furnishings,35.168,7,0.2,9.6712,3bbb16b4-8e1e-440f-85d0-59028addc969
Standard Class,Consumer,United States,Whittier,California,90604,West,Technology,Phones,444.768,4,0.2,44.4768,1862c6f3-3cac-4977-9f1f-13ed21f7b669
Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Office Supplies,Storage,83.92,4,0.0,5.8744,93dd52fa-03b3-413c-895f-f623d61560b8
Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Technology,Phones,131.98,2,0.0,35.6346,1010ff21-edb5-4cf2-8081-62b65d6caf14
Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Office Supplies,Binders,15.92,4,0.0,7.4824,26efa0ff-316e-4bcf-a8bb-a16ff44acd38
Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Office Supplies,Fasteners,52.29,9,0.0,16.2099,06443054-bbce-4ad2-94b8-3be4becec6f8
Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Office Supplies,Storage,91.99,1,0.0,3.6796,3dd25d1e-ec9b-4f52-b9dd-1e5d1f365b15
Second Class,Corporate,United States,Dallas,Texas,75220,Central,Technology,Accessories,20.8,2,0.2,6.5,731c0bbe-a2dd-42f6-ba8b-4fad4c0e6d6b
Standard Class,Corporate,United States,Medina,Ohio,44256,East,Office Supplies,Labels,23.68,2,0.2,8.88,995e9913-822c-41a1-bc63-b1c30245bebc
Standard Class,Corporate,United States,Medina,Ohio,44256,East,Furniture,Bookcases,452.45,5,0.5,-244.323,412929b2-f39c-4db6-8ba9-f57288b9689c
Standard Class,Corporate,United States,Medina,Ohio,44256,East,Technology,Phones,62.982,3,0.4,-14.6958,86d0f801-0b5e-46d6-9b7d-1176eb658d61
Standard Class,Corporate,United States,Medina,Ohio,44256,East,Technology,Machines,1188.0,9,0.7,-950.4,315976a5-34c6-4f94-9e20-5f3a69f7b21c
Standard Class,Corporate,United States,Medina,Ohio,44256,East,Technology,Accessories,89.584,2,0.2,4.4792,40fa75df-260b-4800-9e46-123aa7cd3ced
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Storage,93.06,6,0.0,26.0568,c7b5c28e-e800-4129-899d-5f48d23592c2
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Technology,Phones,302.376,3,0.2,22.6782,c2e2e30c-653e-46cc-b7db-d8205dd42bd2
First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Fasteners,5.584,2,0.2,1.8148,596ab51e-3e24-493f-8290-bf31a261e1ca
First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Paper,22.704,6,0.2,8.2302,1f6bf6ea-08a8-416e-b4f8-bdee9eb56c7d
First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Binders,19.776,4,0.7,-13.8432,92f433ba-a25d-46b6-ace0-b461f345001b
First Class,Consumer,United States,Dublin,Ohio,43017,East,Furniture,Furnishings,72.704,4,0.2,19.0848,f028aad4-9a39-40b3-a759-6f1a400b6a9a
First Class,Consumer,United States,Dublin,Ohio,43017,East,Technology,Machines,479.988,4,0.7,-383.9904,71700309-74ec-4cce-9199-90ac890b36a5
First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Art,27.168,2,0.2,2.7168,2bf723e8-afc3-4888-ba45-d8086bdc03fa
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Art,2.2,1,0.0,0.968,bc0b2eb0-d9ad-4251-8199-b712a0aab309
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Furniture,Tables,622.45,5,0.0,136.939,b29421c0-f0e3-4fe6-80c5-fd68aa7f2961
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Storage,21.98,1,0.0,0.2198,857df5c8-008a-42fa-ac55-8a3d56a51ac8
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Furniture,Chairs,161.568,2,0.2,-28.2744,79d8086e-6a39-4d37-b316-f19cc55f33b2
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Furniture,Chairs,389.696,8,0.2,43.8408,cdeec93a-5fe2-40f9-af0e-53f5f1ba30ac
Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Binders,18.648,7,0.7,-12.432,e219eb6d-7917-4bca-93cd-809d24dd6bc5
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Furniture,Tables,233.86,2,0.45,-102.048,12e8db26-c602-4447-b7fe-4d4b50e9d5b1
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Furniture,Tables,620.6145,3,0.45,-248.2458,e3336780-e75c-466f-9882-112a5691216f
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Office Supplies,Binders,5.328,2,0.7,-3.552,1e634f1f-3f8e-4e58-bd30-b69db0984b9b
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Furniture,Furnishings,258.072,3,0.2,0.0,abc8755e-255f-47a8-a7b7-ffb5d9b88ea1
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Technology,Accessories,617.976,3,0.2,-7.7247,cd3681ea-11b5-4ae6-8c21-3cec59962f14
Standard Class,Corporate,United States,Santa Clara,California,95051,West,Office Supplies,Paper,10.56,2,0.0,4.752,403b0b79-83db-41b5-a93d-f88f84f288ec
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,25.92,5,0.2,9.396,9c9399b6-1bb7-4110-993c-f9eef7d2b735
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,419.68,5,0.6,-356.728,62d5912a-3fbe-4a04-9c88-49df9bace3ca
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,11.688,3,0.6,-4.6752,ada15b49-db79-4bc6-b86c-59c710162d9f
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,31.984,2,0.2,11.1944,85c6a349-fb1a-486a-afc1-80da74940cb9
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Tables,177.225,5,0.5,-120.513,0b19459f-11fc-4612-9e30-e6447c5cc6a9
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,4.044,3,0.6,-2.8308,15eae65e-1f8d-4c3c-a9a8-4fc0ffe2e0bc
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,7.408,2,0.2,1.2038,ea081f51-a7c2-4307-b7ec-0d058393e086
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Furniture,Chairs,2001.86,7,0.0,580.5394,23c6d7fe-8c0b-4d3b-8b84-ab05aa399e55
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Storage,166.72,2,0.0,41.68,089574f4-4d09-4afa-9fdf-0ec846daf972
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Paper,47.88,6,0.0,23.94,fc0174e4-ea6e-4f9d-b083-33ede53e266f
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Appliances,1503.25,5,0.0,496.0725,d120652a-a18e-4307-98df-e8c582040ccf
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Paper,25.92,4,0.0,12.4416,b0cb7f47-205a-44d8-8f5f-dc6136d5e3fd
Second Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Chairs,321.568,2,0.2,28.1372,797c4e3e-ce79-4a5e-b8bb-b7d5162f2729
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Paper,7.61,1,0.0,3.5767,6f0364d5-688a-4ebe-a0e8-97aca52d213a
Standard Class,Consumer,United States,San Diego,California,92037,West,Technology,Accessories,3347.37,13,0.0,636.0003,4e077509-8d95-4f26-b463-44c47ca6a313
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,80.58,6,0.0,22.5624,e18948f4-2723-4b1d-8176-0889ff6c387d
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Envelopes,361.92,4,0.0,162.864,37127c77-1a28-456e-b02e-eb657ef21112
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,12.132,9,0.6,-8.4924,2c3aaaad-aaef-443f-9e57-02bd276ffb83
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,82.368,2,0.2,-19.5624,4408274b-db47-4f16-8a38-34b47486ce97
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,53.92,5,0.2,4.044,c7a703cf-29ff-4df9-8b0c-64b87779711a
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Technology,Phones,647.904,6,0.2,56.6916,3f07f64d-b039-4b13-8fce-931e3f30fdce
Second Class,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,20.37,3,0.0,6.9258,fe600d5a-3c9b-4a5a-96c2-ca2b682491d6
Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Storage,221.55,3,0.0,6.6465,d1c9d8f9-01dd-4a31-94cb-37b5363c5cd0
Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,17.52,5,0.2,6.132,84fce9e9-f9d3-4272-b192-c34863c04da5
Standard Class,Corporate,United States,Pasadena,Texas,77506,Central,Office Supplies,Appliances,1.624,2,0.8,-4.466,c126daa6-42bc-419b-93c6-6f9198661e72
Second Class,Corporate,United States,Houston,Texas,77036,Central,Technology,Machines,3059.982,3,0.4,-509.997,de7456f0-ee35-4314-9b6f-0803ad6f8f17
Second Class,Corporate,United States,Houston,Texas,77036,Central,Technology,Machines,2519.958,7,0.4,-251.9958,e5881a15-9241-4776-a315-4723f5ca6796
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,328.224,4,0.2,28.7196,7da5b9be-8593-455c-9aad-8b4a863256cc
Standard Class,Consumer,United States,Brentwood,California,94513,West,Technology,Accessories,79.9,2,0.0,35.156,924ae6d7-e9e6-4963-bfb8-193edea08bbd
Standard Class,Corporate,United States,Chapel Hill,North Carolina,27514,South,Office Supplies,Art,14.016,3,0.2,4.7304,d33b6b7e-fa46-404d-8f4e-fc31b8cc3ecb
Standard Class,Consumer,United States,Morristown,New Jersey,7960,East,Office Supplies,Fasteners,7.56,6,0.0,0.3024,ae577962-1ec8-4297-94d0-4ecab66fd92d
Standard Class,Corporate,United States,Cincinnati,Ohio,45231,East,Office Supplies,Storage,37.208,1,0.2,-7.4416,cd3eab40-4a3f-414d-bc48-0a3140ceba9f
Standard Class,Corporate,United States,Cincinnati,Ohio,45231,East,Office Supplies,Envelopes,57.576,3,0.2,21.591,082d398e-c727-4a18-80a0-08546b5247c0
Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Storage,725.84,4,0.0,210.4936,0cb475a6-65b9-4af4-a150-79bbc61c44c6
First Class,Consumer,United States,San Francisco,California,94109,West,Technology,Accessories,209.93,7,0.0,92.3692,a2c3d246-de0a-4f08-aee0-94514462ea04
First Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Furnishings,5.28,3,0.0,2.3232,6f3429f6-1809-4de8-b026-f27a82a337e4
First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,10.92,3,0.2,4.095,f6ef0982-5c4f-42f0-b780-5bef17057f56
First Class,Corporate,United States,Inglewood,California,90301,West,Office Supplies,Paper,8.82,2,0.0,4.0572,3082cdc3-533f-4ae0-af89-ba8a504a0f49
First Class,Corporate,United States,Inglewood,California,90301,West,Office Supplies,Art,5.98,1,0.0,1.5548,e78db9cf-0722-48dc-bd7c-05f6130ce1a5
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,11.648,2,0.2,4.0768,2de0bee9-d3cf-4a77-b80a-9288f6b9a608
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,18.176,4,0.2,5.9072,e425aa4b-ccd3-48c9-9211-a07bde659066
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,59.712,6,0.2,5.9712,e226a7b7-6b60-49bb-9308-cf6cdf2228f3
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Labels,24.84,3,0.2,8.694,1521ce3d-ca1e-4ffe-aba1-983841d687ee
Second Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,2.08,5,0.8,-3.432,3b5eb482-4073-484f-8576-d8f78f930953
Second Class,Consumer,United States,Houston,Texas,77070,Central,Technology,Phones,1114.4,7,0.2,376.11,a69cab4b-f074-4696-ad15-0b46bf66471e
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Tables,1038.84,5,0.2,51.942,12f96bbd-2fc3-44ae-8456-6321bf4fe537
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Paper,141.76,5,0.2,47.844,22125d59-abe3-41fe-b8a2-ce27236d8bf6
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Technology,Accessories,239.8,5,0.2,47.96,b30fcd02-2501-4641-a98f-8f38dd87d6f1
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Paper,31.104,6,0.2,10.8864,6322e57c-cf4a-41a0-a54e-581abe1017b0
Second Class,Corporate,United States,Tamarac,Florida,33319,South,Office Supplies,Binders,254.058,7,0.7,-169.372,d66647fd-bd42-4dbb-8bd4-a2ce42bdccf6
Second Class,Corporate,United States,Tamarac,Florida,33319,South,Office Supplies,Appliances,194.528,2,0.2,24.316,92f764da-9ea3-4b92-b7a7-3ce48486906d
Second Class,Corporate,United States,Tamarac,Florida,33319,South,Office Supplies,Supplies,961.48,5,0.2,-204.3145,0c7ca6fd-a932-4b97-98c8-b9c56f25034c
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Fasteners,19.096,7,0.2,6.6836,8984e3ea-4617-4727-8693-ef3bc4282659
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Labels,18.496,8,0.2,6.2424,56f08c63-a981-40ff-80f8-684d8cb7b108
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Technology,Accessories,255.984,2,0.2,54.3966,c13291a0-a546-42f6-a9a6-e41832e4f465
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Furniture,Bookcases,86.97,3,0.5,-48.7032,0092bb6f-24f0-4f44-ad58-894797fd4beb
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Furniture,Furnishings,300.416,8,0.2,78.8592,17bac84d-ed97-4f71-b492-633fabe4e66d
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Furniture,Chairs,230.352,3,0.2,20.1558,32a5811b-b87c-48db-a68b-3eea3bfa8689
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Furniture,Furnishings,218.352,3,0.2,-24.5646,fc5a2e34-1cf2-4267-8617-d2df9fc5b4e4
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Binders,78.6,5,0.7,-62.88,8ad2a080-7682-4aa5-95e8-19c468b0b723
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Fasteners,27.552,3,0.2,9.2988,791226de-f119-4910-8361-0420ce302c95
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Paper,32.4,5,0.0,15.552,bdda6090-106c-400b-bc4f-b84d86385755
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Storage,1082.48,8,0.0,10.8248,2a85ce88-ace1-4abc-8a49-436ba8af7667
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Paper,56.91,3,0.0,27.3168,8443fb06-ad1c-4a33-8a7f-eceb74e939f7
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Furniture,Furnishings,77.6,4,0.0,38.024,74307104-06ac-4fae-bcc6-6262f1fac227
